School,Term,Code,Title,Instructor
Cornell University,SP22,PE 1441,Intermediate Badminton,Jon LaRock (jwl286)
Cornell University,SP22,PE 1445,Outdoor Beginning Tennis,Jon LaRock (jwl286)
Cornell University,SP22,PE 1446,Outdoor Intermediate Tennis,Jon LaRock (jwl286)
Cornell University,SP22,PE 1447,Outdoor Advanced Tennis,Jon LaRock (jwl286)
Cornell University,SP22,PE 1465,Introduction to Squash,Jon LaRock (jwl286)
Cornell University,SP22,PE 1466,Intermediate Squash,Jon LaRock (jwl286)
Cornell University,SP22,PE 1482,Introduction to Large Boat Sailing,Jon LaRock (jwl286)
Cornell University,SP22,PE 1505,Introduction to Trap and Skeet,Jon LaRock (jwl286)
Cornell University,SP22,PE 1510,Riflery,Jon LaRock (jwl286)
Cornell University,SP22,PE 1515,Introduction to Handgun Safety,Jon LaRock (jwl286)
Cornell University,SP22,PE 1520,Introduction to Archery,Jon LaRock (jwl286)
Cornell University,SP22,PE 1527,Olympic Fencing,Jon LaRock (jwl286)
Cornell University,SP22,PE 1540,Introduction to Skating,Jon LaRock (jwl286)
Cornell University,SP22,PE 1545,Beginning Figure Skating,Jon LaRock (jwl286)
Cornell University,SP22,PE 1546,Intermediate Figure Skating,Jon LaRock (jwl286)
Cornell University,SP22,PE 1547,Advanced Figure Skating,Jon LaRock (jwl286)
Cornell University,SP22,PE 1550,Introduction to Ice Hockey,Jon LaRock (jwl286)
Cornell University,SP22,PE 1551,Intermediate Ice Hockey,Ethan Smith (ejs43)
Cornell University,SP22,PE 1555,Basketball Officiating,Ethan Smith (ejs43)
Cornell University,SP22,PE 1560,Basketball,Ethan Smith (ejs43)
Cornell University,SP22,PE 1565,Soccer,Ethan Smith (ejs43)
Cornell University,SP22,PE 1570,Beginning-Intermediate Volleyball,Ethan Smith (ejs43)
Cornell University,SP22,PE 1571,Advanced Volleyball,Gregory Brown (ggb26)
Cornell University,SP22,PE 1580,Principles of Weight Training,Gregory Brown (ggb26)
Cornell University,SP22,PE 1581,Weight Training for Women,Gregory Brown (ggb26)
Cornell University,SP22,PE 1582,Advanced Weight Training,Jonathan Billing (jmb269)
Cornell University,SP22,PE 1600,Introduction to Aerials,Jonathan Billing (jmb269)
Cornell University,SP22,PE 1601,Backcountry Cooking,Kevin Seaman (ks273)
Cornell University,SP22,PE 1603,Snowshoeing and Winter Travel,Kevin Seaman (ks273)
Cornell University,SP22,PE 1605,Day Hiking,Kevin Seaman (ks273)
Cornell University,SP22,PE 1606,Outdoor Birding Basics,Kevin Seaman (ks273)
Cornell University,SP22,PE 1607,Backcountry Photography,Kevin Seaman (ks273)
Cornell University,SP22,PE 1608,Trail Running,Shad Ryan (str52)
Cornell University,SP22,PE 1609,Geocaching,Shad Ryan (str52)
Cornell University,SP22,PE 1610,Backpacking in the Finger Lakes,Kevin Seaman (ks273)
Cornell University,SP22,PE 1613,Wilderness Survival Skills,Jose Delgado (jad25)
Cornell University,SP22,PE 1615,Introduction to Circus Arts,Jose Delgado (jad25)
Cornell University,SP22,PE 1616,Introduction to Camping,John Doris (jmd378)
Cornell University,SP22,PE 1625,Wilderness First Aid,Han Cho (hdc9)
Cornell University,SP22,PE 1628,Unicycling,Han Cho (hdc9)
Cornell University,SP22,PE 1630,Caving,Han Cho (hdc9)
Cornell University,SP22,PE 1640,Basic Rock Climbing,Han Cho (hdc9)
Cornell University,SP22,PE 1641,Basic Rock Climbing: Closing the Adventure Gap,Han Cho (hdc9)
Cornell University,SP22,PE 1642,Women's Basic Rock Climbing,John Burger (jeb233)
Cornell University,SP22,PE 1645,Southwest Climbing Expedition,John Burger (jeb233)
Cornell University,SP22,PE 1646,Intermediate Rock Climbing,Kevin Seaman (ks273)
Cornell University,SP22,PE 1647,Sport Lead Climbing,Andrew MacVey (apm249)
Cornell University,SP22,PE 1651,Introduction to Outdoor Rock Climbing,Kevin Seaman (ks273)
Cornell University,SP22,PE 1653,Shawangunks Rock Climbing,Priscilla Timberlake (pt29)
Cornell University,SP22,PE 1654,Ice Climbing,Priscilla Timberlake (pt29)
Cornell University,SP22,PE 1655,Introduction to Traditional Lead Climbing,Priscilla Timberlake (pt29)
Cornell University,SP22,PE 1657,Tree Climbing,Nicholas Boyar (nbb34)
Cornell University,SP22,PE 1659,Redwoods Tree Climbing,Lewis Freedman (lmf10)
Cornell University,SP22,PE 1663,Ropes Course Programming,Kathy Morris (km72)
Cornell University,SP22,PE 1664,Mountain Biking,Jennifer Cunningham-Ryan (jrc92)
Cornell University,SP22,PE 1666,Bike Touring,Jessica Caporizzo (jac629)
Cornell University,SP22,PE 1668,Recreational Biking,Gina Newlin (gkn2)
Cornell University,SP22,PE 1671,Recreational Canoeing,Jessica Caporizzo (jac629)
Cornell University,SP22,PE 1675,Stand Up Paddleboarding,Jennifer Cunningham-Ryan (jrc92)
Cornell University,SP22,PE 1690,Cross Country Skiing,Jennifer Cunningham-Ryan (jrc92)
Cornell University,SP22,PE 1702,Outdoor Yoga,Lewis Freedman (lmf10)
Cornell University,SP22,PE 1726,Wilderness First Responder,Lewis Freedman (lmf10)
Cornell University,SP22,PE 1851,Leadership Laboratory I,Lewis Freedman (lmf10)
Cornell University,SP22,PE 1852,Leadership Laboratory II,Lewis Freedman (lmf10)
Cornell University,SP22,PE 1853,Leadership Laboratory III,Linda Aigen (lja53)
Cornell University,SP22,PE 1854,Leadership Laboratory IV,Lewis Freedman (lmf10)
Cornell University,SP22,PE 1861,Initial Military Experiences II,Felisha Li (fal46)
Cornell University,SP22,PE 1863,Intermediate Military Experiences II,Felisha Li (fal46)
Cornell University,SP22,PE 1865,Junior Officer Leadership Experiences II,Felisha Li (fal46)
Cornell University,SP22,PE 1867,Precommissioning Laboratory,Felisha Li (fal46)
Cornell University,SP22,PE 1871,Naval Professional Laboratory,Arthur Falkson (abf11)
Cornell University,SP22,PE 1873,Naval Professional Laboratory,Arthur Falkson (abf11)
Cornell University,SP22,PE 1875,Naval Professional Laboratory,Arthur Falkson (abf11)
Cornell University,SP22,PE 1877,Naval Professional Laboratory,Arthur Falkson (abf11)
Cornell University,SP22,PE 1999,Physical Education Independent Study,Arthur Falkson (abf11)
Cornell University,SP22,PERSN 1321,Elementary Persian-Farsi II,Iago Gocheleishvili (ig44)
Cornell University,SP22,PERSN 2322,Intermediate Persian-Farsi II,Iago Gocheleishvili (ig44)
Cornell University,SP22,PERSN 5510,Graduate Studies in Persian,Iago Gocheleishvili (ig44)
Cornell University,SP22,PHIL 1100,Introduction to Philosophy,Dean Da Vee (dad356)
Cornell University,SP22,PHIL 1110,FWS: Philosophy in Practice,
Cornell University,SP22,PHIL 1111,FWS: Philosophical Problems,
Cornell University,SP22,PHIL 1112,FWS: Philosophical Conversations,
Cornell University,SP22,PHIL 1620,Introduction to Cognitive Science,
Cornell University,SP22,PHIL 1621,WIM: Introduction to Cognitive Science,
Cornell University,SP22,PHIL 1650,Philosophy of Race,Amy Ramirez (alr298)
Cornell University,SP22,PHIL 1918,Conversations in Moral Psychology,Alex Esposito (ave9)
Cornell University,SP22,PHIL 1920,Introduction to Political Theory,Daniel Manne (dpm255)
Cornell University,SP22,PHIL 2220,Modern Philosophy,Matthew Paskell (mrp233)
Cornell University,SP22,PHIL 2310,Introduction to Deductive Logic,Adriene Takaoka (bat58)
Cornell University,SP22,PHIL 2410,Ethics,Eve Dietl (eag264)
Cornell University,SP22,PHIL 2420,Social and Political Philosophy,Theodore Korzukhin (tk283)
Cornell University,SP22,PHIL 2540,Introduction to Indian Philosophy,Dean Da Vee (dad356)
Cornell University,SP22,PHIL 2830,Introduction to Decision Theory,Erin Gerber (ehg44)
Cornell University,SP22,PHIL 2960,Ethics and the Environment,Brianna Zgurich (bmz9)
Cornell University,SP22,PHIL 2990,Foundations of Law and Society,Timothy Kwiatek (tmk86)
Cornell University,SP22,PHIL 3203,Aristotle,Quitterie Gounot (qmg2)
Cornell University,SP22,PHIL 3210,Medieval Philosophy,Shaun Nichols (sbn44)
Cornell University,SP22,PHIL 3231,Kant's Ethics,Shaun Nichols (sbn44)
Cornell University,SP22,PHIL 3710,Philosophy of Language,Benjamin Yost (bsy9)
Cornell University,SP22,PHIL 3900,Independent Study,Laura Niemi (ln279)
Cornell University,SP22,PHIL 3915,Moral Psychology in Action,Patchen Markell (ppm48)
Cornell University,SP22,PHIL 4002,Latin Philosophical Texts,
Cornell University,SP22,PHIL 4110,Greek Philosophical Texts,
Cornell University,SP22,PHIL 4220,Topics in Modern Philosophy,
Cornell University,SP22,PHIL 4311,Topics in Logic and the Foundations of Mathematics,
Cornell University,SP22,PHIL 4490,Feminism and Philosophy,Justin Steinberg (jds467)
Cornell University,SP22,PHIL 4610,Topics in Epistemology,
Cornell University,SP22,PHIL 4720,Pragmatics,
Cornell University,SP22,PHIL 4900,Informal Study for Honors I,
Cornell University,SP22,PHIL 4901,Informal Study for Honors II,Harold Hodes (hth3)
Cornell University,SP22,PHIL 6010,Greek Philosophical Texts,
Cornell University,SP22,PHIL 6020,Latin Philosophical Texts,
Cornell University,SP22,PHIL 6030,German Philosophical Texts,Kate Manne (kam468)
Cornell University,SP22,PHIL 6203,Aristotle,
Cornell University,SP22,PHIL 6210,Topics in Medieval Philosophy,
Cornell University,SP22,PHIL 6220,Topics in Modern Philosophy,
Cornell University,SP22,PHIL 6290,Proseminar in the History of Philosophy,David Shoemaker (dws267)
Cornell University,SP22,PHIL 6311,Topics in Logic and the Foundations of Mathematics,
Cornell University,SP22,PHIL 6410,Seminar in Ethics and Value Theory,
Cornell University,SP22,PHIL 6450,Humor and Morality,Lawrence McCrea (ljm223)
Cornell University,SP22,PHIL 6490,Feminism and Philosophy,Theodore Korzukhin (tk283)
Cornell University,SP22,PHIL 6610,Topics in Epistemology,Juno Parrenas (jsp324)
Cornell University,SP22,PHIL 6713,Philosophy of Language,Juno Parrenas (jsp324)
Cornell University,SP22,PHIL 6720,Pragmatics,Juno Parrenas (jsp324)
Cornell University,SP22,PHIL 6731,Semantics II,Juno Parrenas (jsp324)
Cornell University,SP22,PHIL 7000,Informal Study,Juno Parrenas (jsp324)
Cornell University,SP22,PHYS 1012,Physics 1112 Supplement,Jim Baker (jeb94)
Cornell University,SP22,PHYS 1013,Physics 2213 Supplement,Jim Baker (jeb94)
Cornell University,SP22,PHYS 1102,General Physics II,Nicholas Taylor (nwt2)
Cornell University,SP22,PHYS 1110,Introduction to Experimental Physics,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 1112,Physics I: Mechanics and Heat,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 1116,Physics I: Mechanics and Special Relativity,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 1190,Introductory Laboratory (Transfer Supplement),Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 1204,Physics of Musical Sound,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 2208,Fundamentals of Physics II,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 2210,Exploring Experimental Physics,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 2213,Physics II: Electromagnetism,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 2214,"Physics III: Oscillations, Waves, and Quantum Physics",Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 2216,Introduction to Special Relativity,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 2217,Physics II: Electricity and Magnetism,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 2218,Physics III: Waves and Thermal Physics,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 3310,Intermediate Experimental Physics,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 3316,Basics of Quantum Mechanics,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 3318,Analytical Mechanics,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 3360,Electronic Circuits,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 4400,Informal Advanced Laboratory,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 4410,Advanced Experimental Physics,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 4443,Intermediate Quantum Mechanics,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 4444,Introduction to Particle Physics,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 4484,Teaching and Learning Physics,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 4485,Teaching Experience I,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 4486,Teaching Experience II,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 4487,Teaching Experience III,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 4488,Statistical Mechanics,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 4490,Independent Study in Physics,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 4499,Senior Thesis II,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 4500,Cultivating Public Engagement in Physics,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 6500,Informal Graduate Laboratory,Nam Jung Kim (nk652)
Cornell University,SP22,PHYS 6510,Advanced Experimental Physics,Robert Fulbright (rmf14)
Cornell University,SP22,PHYS 6520,Projects in Experimental Physics,Robert Fulbright (rmf14)
Cornell University,SP22,PHYS 6562,Statistical Physics I,Robert Fulbright (rmf14)
Cornell University,SP22,PHYS 7636,Solid-State Physics II,Robert Fulbright (rmf14)
Cornell University,SP22,PHYS 7645,An Introduction to the Standard Model of Particle Physics,Robert Fulbright (rmf14)
Cornell University,SP22,PHYS 7652,Relativistic Quantum Field Theory II,Robert Fulbright (rmf14)
Cornell University,SP22,PHYS 7684,Teaching and Learning Physics,Robert Fulbright (rmf14)
Cornell University,SP22,PHYS 7690,Independent Study in Physics,Robert Fulbright (rmf14)
Cornell University,SP22,PLBIO 1130,Light and Life: The Relationship between Light and Life in the Natural World,Randy Wayne (row1)
Cornell University,SP22,PLBIO 2490,Hollywood Biology: Science in Cinema,Michael Scanlon (mjs298)
Cornell University,SP22,PLBIO 3420,"Plant Physiology, Lectures",Carmen Catala (cc283)
Cornell University,SP22,PLBIO 3421,"Plant Physiology, Laboratory",Tom Silva (ts21)
Cornell University,SP22,PLBIO 3430,Molecular Biology and Genetic Engineering of Plants,Tom Silva (ts21)
Cornell University,SP22,PLBIO 3431,Laboratory in Molecular Biology and Genetic Engineering of Plants,Jian Hua (jh299)
Cornell University,SP22,PLBIO 3880,Genetic Engineering of Food Crops: Myths and Truths,Jian Hua (jh299)
Cornell University,SP22,PLBIO 4000,Concepts and Techniques in Computational Biology,Jian Hua (jh299)
Cornell University,SP22,PLBIO 4620,Plant Biochemistry,Susheng Gan (sg288)
Cornell University,SP22,PLBIO 5420,"Plant Physiology, Lectures",Gaurav Moghe (gdm67)
Cornell University,SP22,PLBIO 5430,Molecular Biology and Genetic Engineering of Plants,Jocelyn Rose (jr286)
Cornell University,SP22,PLBIO 5431,Laboratory in Molecular Biology and Genetic Engineering of Plants,Carmen Catala (cc283)
Cornell University,SP22,PLBIO 6000,Concepts and Techniques in Computational Biology,Jian Hua (jh299)
Cornell University,SP22,PLBIO 6560,Topics in Plant Evolution,Jian Hua (jh299)
Cornell University,SP22,PLBIO 6620,Plant Biochemistry,Jian Hua (jh299)
Cornell University,SP22,PLBIO 6841,"Plant Form and Function: Anatomy, Cell Biology, and Development",Gaurav Moghe (gdm67)
Cornell University,SP22,PLBIO 6880,Genetic Engineering of Food Crops: Myths and Truths,Kevin Nixon (kcn2)
Cornell University,SP22,PLBIO 7000,Seminar in Plant Biology,Jocelyn Rose (jr286)
Cornell University,SP22,PLBIO 7410,Problems in Plant Biology,Adrienne Roeder (ahr75)
Cornell University,SP22,PLBIO 7440,Graduate Research in Plant Biology,Susheng Gan (sg288)
Cornell University,SP22,PLBIO 9900,PhD Dissertation Research,Susheng Gan (sg288)
Cornell University,SP22,PLBRG 2010,"Plants, Genes, and Global Food Production",Virginia Moore (vm377)
Cornell University,SP22,PLBRG 2250,Plant Genetics,Bruce Reisch (bir1)
Cornell University,SP22,PLBRG 2253,Lectures in Plant Genetics,Bruce Reisch (bir1)
Cornell University,SP22,PLBRG 4170,Quantitative Genetics for Analysis and Improvement of Complex Traits,Bruce Reisch (bir1)
Cornell University,SP22,PLBRG 6100,Practicum in Plant Breeding,Bruce Reisch (bir1)
Cornell University,SP22,PLBRG 7000,Seminar in Plant Breeding and Genetics,Bruce Reisch (bir1)
Cornell University,SP22,PLBRG 7170,Quantitative Genetics for Analysis and Improvement of Complex Traits,Kelly Robbins (krr73)
Cornell University,SP22,PLBRG 8900,Master of Science Thesis Research,Kelly Robbins (krr73)
Cornell University,SP22,PLBRG 9900,PhD Dissertation Research,Walter De Jong (wsd2)
Cornell University,SP22,PLHRT 1102,Hands-On Horticulture for Gardeners,Marvin Pritts (mpp3)
Cornell University,SP22,PLHRT 1250,Organic Vegetable Gardening,Marvin Pritts (mpp3)
Cornell University,SP22,PLHRT 2150,"Coffee, Cloves, and Chocolate: Plant Explorers and Thieves",Steve Reiners (sr43)
Cornell University,SP22,PLHRT 4500,Fruit Crop Physiology,Don Rakow (dr14)
Cornell University,SP22,PLHRT 4551,Principles of Nutrition and Nutrient Management in Crops and Landscape Plants,Gregory Peck (gmp32)
Cornell University,SP22,PLHRT 4920,"Creating the Urban Eden: Woody Plant Selection, Design, and Landscape Establishment",Lailiang Cheng (lc89)
Cornell University,SP22,PLHRT 4975,Leadership Development for Officers in Plant Science Clubs,Nina Bassuk (nlb2)
Cornell University,SP22,PLHRT 5850,Public Garden Management,Nina Bassuk (nlb2)
Cornell University,SP22,PLHRT 5920,"Creating the Urban Eden: Woody Plant Selection, Design, and Landscape Establishment",Elizabeth Lamb (eml38)
Cornell University,SP22,PLHRT 6253,Advanced Postharvest Biology: Postharvest Technology,Neil Mattson (nsm47)
