School,Term,Code,Title,Instructor
Cornell University,SP22,LAW 6135,Bioethics Mediation and Resolution of Ethical Dilemmas in Health Care,Jonathan Feldman (jf655)
Cornell University,SP22,LAW 6158,Client Counseling,David Nichols (dcn6)
Cornell University,SP22,LAW 6191,Conflict of Laws,Deborah Dinner (dd533)
Cornell University,SP22,LAW 6193,The Practice of International Arbitration,Emily Sherwin (els36)
Cornell University,SP22,LAW 6201,First Amendment Law,Laura Underkuffler (lu27)
Cornell University,SP22,LAW 6204,Cornell Prison Education Program Teaching Practicum,Laura Underkuffler (lu27)
Cornell University,SP22,LAW 6231,Comparative Copyright and Knowledge Protection,
Cornell University,SP22,LAW 6235,"Financial Distress, Bankruptcy and Restructuring",Robert Sarachan (ras226)
Cornell University,SP22,LAW 6264,Criminal Procedures: Investigations,Riley Keenan (rtk44)
Cornell University,SP22,LAW 6273,Consumer Data Privacy,Riley Keenan (rtk44)
Cornell University,SP22,LAW 6301,Directed Reading,Jeffrey Rachlinski (jjr7)
Cornell University,SP22,LAW 6311,Education Law,Thomas Heiden (tjh66)
Cornell University,SP22,LAW 6331,Employment Law,Donald Frederico (drf52)
Cornell University,SP22,LAW 6401,Evidence,Olga Gutman (og11)
Cornell University,SP22,LAW 6431,Federal Courts,Olga Gutman (og11)
Cornell University,SP22,LAW 6436,Practicing Criminal Defense in Federal Court,Katrina Nobles (kn64)
Cornell University,SP22,LAW 6441,Federal Income Taxation,Katrina Nobles (kn64)
Cornell University,SP22,LAW 6454,Haudenosaunee - New York State Relations,Matthew Morrison (mmm72)
Cornell University,SP22,LAW 6456,Transgender People and the Law,David Kappos (dk695)
Cornell University,SP22,LAW 6457,Inclusion and Exclusion in American Law,David Kappos (dk695)
Cornell University,SP22,LAW 6461,Financial Institutions,David Nichols (dcn6)
Cornell University,SP22,LAW 6465,Global M and A Practice,Sanjeev Bhojraj (sb235)
Cornell University,SP22,LAW 6471,Health Law,Sanjeev Bhojraj (sb235)
Cornell University,SP22,LAW 6474,High Growth Corporate Transactions II,Sanjeev Bhojraj (sb235)
Cornell University,SP22,LAW 6501,Insurance Law,Richard John (rtj1)
Cornell University,SP22,LAW 6511,Intellectual Property,Suzanne Simonetta (sjs12)
Cornell University,SP22,LAW 6514,"Foreign, Comparative, and International Legal Research",Suzanne Simonetta (sjs12)
Cornell University,SP22,LAW 6521,International Economic Law,Suzanne Simonetta (sjs12)
Cornell University,SP22,LAW 6550,Gender and the Law,Suzanne Simonetta (sjs12)
Cornell University,SP22,LAW 6560,Intermediate Accounting,Suzanne Simonetta (sjs12)
Cornell University,SP22,LAW 6566,Intensive Depositions,Suzanne Simonetta (sjs12)
Cornell University,SP22,LAW 6568,"Internet Law, Privacy and Security",Mariann Sullivan (ms2676)
Cornell University,SP22,LAW 6569,Introduction to Depositions,Jacob Sayward (jes77)
Cornell University,SP22,LAW 6575,Depositions,Irina Marinescu (im373)
Cornell University,SP22,LAW 6601,Land Use Law,Irina Marinescu (im373)
Cornell University,SP22,LAW 6614,Law Team,Kristen Underhill (kau6)
Cornell University,SP22,LAW 6632,Transnational Corruption and the Law,Dan Awrey (aja288)
Cornell University,SP22,LAW 6641,Professional Responsibility,Edward McArdle (efm65)
Cornell University,SP22,LAW 6643,Law of Autonomous Vehicles,Lara Freed (lgf28)
Cornell University,SP22,LAW 6644,Derivatives Law and Policy,Diogo Magalhaes (dm727)
Cornell University,SP22,LAW 6646,NFTs: Legal and Business Considerations,Diora Ziyaeva (dz232)
Cornell University,SP22,LAW 6649,"Anticorruption Laws: Rule of Law, Practice, and Public Policy",Nelson Tebbe (nt277)
Cornell University,SP22,LAW 6654,Negotiating Your Series A: Legal Aspects of Early Stage Venture Funding,
Cornell University,SP22,LAW 6681,International Law and Foreign Direct Investment,Kim Nayyer (kpn32)
Cornell University,SP22,LAW 6701,Legislation,Murillo Campello (mnc35)
Cornell University,SP22,LAW 6710,Law and Literature,Sherry Colb (sfc44)
Cornell University,SP22,LAW 6730,Multicultural Work Environment I and II,Mark Faber (mef54)
Cornell University,SP22,LAW 6734,Music Law,Mark Faber (mef54)
Cornell University,SP22,LAW 6761,Principles of American Legal Writing,Mark Faber (mef54)
Cornell University,SP22,LAW 6768,Public Finance,Mark Faber (mef54)
Cornell University,SP22,LAW 6791,Public International Law,Mark Faber (mef54)
Cornell University,SP22,LAW 6821,Securities Regulation,Mark Faber (mef54)
Cornell University,SP22,LAW 6848,Social Ventures,Mark Faber (mef54)
Cornell University,SP22,LAW 6861,Supervised Teaching,Mark Faber (mef54)
Cornell University,SP22,LAW 6862,Supervised Experiential Learning,James Grimmelmann (jtg243)
Cornell University,SP22,LAW 6871,Supervised Writing,Aziz Rana (ar643)
Cornell University,SP22,LAW 6881,Supervised Teaching and Supervised Writing - Lawyering Program Honors Fellows,Nelson Tebbe (nt277)
Cornell University,SP22,LAW 6891,Taxation of Corporations and Shareholders,Celia Bigoness (cwb94)
Cornell University,SP22,LAW 6896,Technology Transactions II,Odette Lienau (ol53)
Cornell University,SP22,LAW 6898,The Art of Negotiation in Business and Sports,Michael Heise (mrh38)
Cornell University,SP22,LAW 6923,Intensive Trial Advocacy,Stewart Schwab (sjs15)
Cornell University,SP22,LAW 7034,First Amendment Law Clinic 3,
Cornell University,SP22,LAW 7035,First Amendment Law Clinic IV,Keir Weyble (kw346)
Cornell University,SP22,LAW 7066,Challenges to the Marketplace of Competing Ideas: Censorship and Regulation of Big Tech,Michael Dorf (md494)
Cornell University,SP22,LAW 7072,Animal Rights,Randy Zelin (rz434)
Cornell University,SP22,LAW 7077,Critical Legal Information Literacy,Robert Green (rag5)
Cornell University,SP22,LAW 7086,Business and Human Rights,Robert Porter (rop28)
Cornell University,SP22,LAW 7123,Chinese Law: Tradition and Modernization,Ezra Young (ey237)
Cornell University,SP22,LAW 7146,Comparative Legal Philosophy,Aziz Rana (ar643)
Cornell University,SP22,LAW 7162,Contemporary American Jury,Saule Omarova (sto24)
Cornell University,SP22,LAW 7175,Deals Seminar: Drafting and Analyzing Corporate Agreements,Takayuki Kihira (tk268)
Cornell University,SP22,LAW 7179,Digital Life Research Seminar,Kristen Underhill (kau6)
Cornell University,SP22,LAW 7187,Disasters and Human Rights - Selected Issues,Anthony Collins (arc265)
Cornell University,SP22,LAW 7189,Current Issues in Collective Bargaining,Michael Heise (mrh38)
Cornell University,SP22,LAW 7269,"FAHS: Critical Perspectives: Racism, Xenophobia and Im/migration",Oskar Liivak (ol10)
Cornell University,SP22,LAW 7288,Insanity,Alison Shea (aas425)
Cornell University,SP22,LAW 7295,Global Labor and Employment Law,Odette Lienau (ol53)
Cornell University,SP22,LAW 7321,International Criminal Law,Deborah Dinner (dd533)
Cornell University,SP22,LAW 7368,International Organizations and The World Legal Order,Eric Yeung (pey4)
Cornell University,SP22,LAW 7372,Issues in FinTech,Eric Yeung (pey4)
Cornell University,SP22,LAW 7411,Law and Higher Education,Theodore Grossman (tmg49)
Cornell University,SP22,LAW 7578,"Markets, Democracy, and the Rule of Law",Theodore Grossman (tmg49)
Cornell University,SP22,LAW 7580,"Markets, Morals, and Methods",James Grimmelmann (jtg243)
Cornell University,SP22,LAW 7590,Mortgage and Asset Securitization,James Grimmelmann (jtg243)
Cornell University,SP22,LAW 7652,Education Law Practicum,Michelle Fongyee Whelan (maf282)
Cornell University,SP22,LAW 7695,Restrictive Employment Covenants,Thomas Heiden (tjh66)
Cornell University,SP22,LAW 7743,Seminar in Ethics and Value Policy,Laura Underkuffler (lu27)
Cornell University,SP22,LAW 7760,Movement Lawyering Clinic I,Matthew D'Amore (mmd28)
Cornell University,SP22,LAW 7762,Movement Lawyering Clinic II,
Cornell University,SP22,LAW 7763,Movement Lawyering Clinic III,Emad Atiq (eha47)
Cornell University,SP22,LAW 7764,Contemporary Challenges in International Law and U.S. Foreign Policy,Ed Walters (ejw94)
Cornell University,SP22,LAW 7766,Taxation of Mergers and Acquisitions,Ed Walters (ejw94)
Cornell University,SP22,LAW 7767,Movement Lawyering Clinic IV,Dan Awrey (aja288)
Cornell University,SP22,LAW 7783,Topics in Intellectual Property,Stephen Krause (sjk257)
Cornell University,SP22,LAW 7790,Afghanistan Assistance Clinic,Stephen Krause (sjk257)
Cornell University,SP22,LAW 7801,Asylum and Convention Against Torture Appellate Clinic,Mohamed Arafa (ma2252)
Cornell University,SP22,LAW 7810,Advanced Asylum and Convention Against Torture Appellate Clinic,Timothy Bixler (teb39)
Cornell University,SP22,LAW 7811,Capital Punishment Clinic I,Timothy Bixler (teb39)
Cornell University,SP22,LAW 7815,Capital Punishment Clinic II,Muna Ndulo (mbn5)
Cornell University,SP22,LAW 7817,Child Advocacy Practicum,Jed Stiglitz (js2758)
Cornell University,SP22,LAW 7818,Child Advocacy Practicum II,Elizabeth Anker (esa52)
Cornell University,SP22,LAW 7832,Externship - Full Time,Akua Akyea (aoa28)
Cornell University,SP22,LAW 7834,Externship - Part Time,Howard Leib (hdl44)
Cornell University,SP22,LAW 7839,Entrepreneurship Clinic I,Amanda Whorton (amw424)
Cornell University,SP22,LAW 7840,Estate Planning Practicum,Amanda Whorton (amw424)
Cornell University,SP22,LAW 7841,1L Immigration Law and Advocacy Clinic,Chenay Weyble (cbw75)
Cornell University,SP22,LAW 7845,Advanced Entrepreneurship Clinic,Robert Hockett (rch37)
Cornell University,SP22,LAW 7854,Tenants Advocacy Practicum I,Nicholas Rostow (cnr39)
Cornell University,SP22,LAW 7855,International Human Rights: Litigation and Advocacy I,Nicholas Rostow (cnr39)
Cornell University,SP22,LAW 7857,Farmworker Legal Assistance Clinic I,Charles Whitehead (ckw26)
Cornell University,SP22,LAW 7858,Farmworker Legal Assistance Clinic II,Kyle Westaway (kjw246)
Cornell University,SP22,LAW 7859,Farmworker Legal Assistance Clinic III,Kyle Westaway (kjw246)
Cornell University,SP22,LAW 7860,International Human Rights: Litigation and Advocacy II,Dan Awrey (aja288)
Cornell University,SP22,LAW 7862,Externship - Pro Bono Scholars Program,Chenay Weyble (cbw75)
Cornell University,SP22,LAW 7864,Farmworker Legal Assistance Clinic IV,George Hay (gah7)
Cornell University,SP22,LAW 7866,Advanced Criminal Defense Trial Practicum - Local Court,Emmanuel Arnaud (eha39)
Cornell University,SP22,LAW 7867,First Amendment Law Clinic,Dawn Chutkow (dmc66)
Cornell University,SP22,LAW 7868,First Amendment Law Clinic 2,Amanda Whorton (amw424)
Cornell University,SP22,LAW 7870,Juvenile Justice Clinic,Jaclyn Kelley-Widmer (jak533)
Cornell University,SP22,LAW 7873,Juvenile Justice Clinic II,Elizabeth Brundige (eb456)
Cornell University,SP22,LAW 7875,Low-Income Taxpayer Law and Accounting Practicum,Muna Ndulo (mbn5)
Cornell University,SP22,LAW 7876,Low-Income Taxpayer Law and Accounting Practicum II,John Blume (jb94)
Cornell University,SP22,LAW 7877,Low-Income Taxpayer Law and Accounting Practicum III,Emily Sherwin (els36)
Cornell University,SP22,LAW 7879,International Human Rights: Litigation and Advocacy IV,Sherry Colb (sfc44)
Cornell University,SP22,LAW 7891,Tenants Advocacy Practicum II,Olga Gutman (og11)
Cornell University,SP22,LAW 7892,Tenants Advocacy Practicum III,Michael Huyghue (mlh77)
Cornell University,SP22,LAW 7893,Tenants Advocacy Practicum IV,Emmanuel Arnaud (eha39)
Cornell University,SP22,LAW 7905,Advocacy for LGBT Communities Practicum,Angela Cornell (abc49)
Cornell University,SP22,LAW 7906,Advocacy for LGBT Communities Practicum II,Sara Bronin (scb263)
Cornell University,SP22,LAW 7914,Global Gender Justice Clinic,Michael Dorf (md494)
Cornell University,SP22,LAW 7915,Advanced Gender Justice Clinic,Douglas Lasdon (dhl56)
Cornell University,SP22,LAW 7925,New York Attorney General Practicum I,Keir Weyble (kw346)
Cornell University,SP22,LAW 7927,Appellate Criminal Defense Clinic,Sheri Johnson (slj8)
Cornell University,SP22,LAW 7945,Federal Indian Law Practicum I,Emily Sherwin (els36)
Cornell University,SP22,LAW 7946,Federal Indian Law Practicum II,Ian Kysel (imk48)
Cornell University,SP22,LAW 7949,Federal Indian Law Practcm III,Emad Atiq (eha47)
Cornell University,SP22,LAW 7950,Federal Indian Law Practicum IV,Aziz Rana (ar643)
Cornell University,SP22,LAW 7953,Securities Law Clinic I,Dan Awrey (aja288)
Cornell University,SP22,LAW 7954,Securities Law Clinic II,Louis Guard (lhg34)
Cornell University,SP22,LAW 7955,Securities Law Clinic III,Lara Freed (lgf28)
Cornell University,SP22,LEAD 1960,Leadership Training Practicum,Amy Somchanhmavong (ayk3)
Cornell University,SP22,LEAD 3100,Foundations in Leadership: Skills for Professional Success and Life,Larry VanDeValk (ljv4)
Cornell University,SP22,LEAD 4925,Leadership Minor ePortfolio,Marvin Pritts (mpp3)
Cornell University,SP22,LEAD 4970,Undergraduate Experience in Leadership,Donna Haeger (dlh266)
Cornell University,SP22,LEAD 5223,"Lifelong Learning, Just Sustainability and Learning Ecosystems",Marvin Pritts (mpp3)
Cornell University,SP22,LEGAL 5100,Introduction to the U.S. Legal System,Michael Dorf (md494)
Cornell University,SP22,LEGAL 5101,Working with Business Contracts,Michael Dorf (md494)
Cornell University,SP22,LEGAL 5108,Compliance Systems,Michael Dorf (md494)
Cornell University,SP22,LEGAL 5113,U.S. Antitrust Law and Policy,Mark Underberg (mau22)
Cornell University,SP22,LEGAL 5114,Business Immigration Law,Mark Underberg (mau22)
Cornell University,SP22,LEGAL 5116,"Cybersecurity, Policy and Governance",Mark Underberg (mau22)
Cornell University,SP22,LEGAL 5117,"Privacy Law, Regulation and Business",Richard John (rtj1)
Cornell University,SP22,LEGAL 6100,Mastering Negotiations,Richard John (rtj1)
Cornell University,SP22,LEGAL 7100,Capstone Project I,Richard John (rtj1)
Cornell University,SP22,LGBT 2290,"Introduction to Lesbian, Gay, Bisexual, and Transgender Studies",Sara Warner (slw42)
Cornell University,SP22,LGBT 3210,Gender and the Brain,Shelby Dietz (sbd3)
Cornell University,SP22,LGBT 3550,Decadence,Ellis Hanson (eh36)
Cornell University,SP22,LGBT 3990,Undergraduate Independent Study,
Cornell University,SP22,LGBT 4701,Nightlife,Sara Warner (slw42)
Cornell University,SP22,LGBT 6775,Queer Time and the Senses,Karen Jaime (kj12)
Cornell University,SP22,LING 1100,"FWS: Language, Thought, and Reality",Dorit Abusch (da45)
Cornell University,SP22,LING 1101,Introduction to Linguistics,Helena Aparicio Terrasa (ha425)
Cornell University,SP22,LING 1104,WIM: Introduction to Cognitive Science,
Cornell University,SP22,LING 1170,Introduction to Cognitive Science,
Cornell University,SP22,LING 2212,Hieroglyphs to HTML: History of Writing,
Cornell University,SP22,LING 2215,Psychology of Language,
Cornell University,SP22,LING 2223,Language and the Law,
Cornell University,SP22,LING 3302,Introduction to Phonetics and Phonology,
Cornell University,SP22,LING 3314,Introduction to Historical Linguistics,
Cornell University,SP22,LING 3315,Old Norse I,
Cornell University,SP22,LING 3325,Cayuga Language and Culture II,Shaun Nichols (sbn44)
Cornell University,SP22,LING 3332,Philosophy of Language,Shaun Nichols (sbn44)
Cornell University,SP22,LING 3344,"Superlinguistics: Comics, Signs and Other Sequential Images",Athena Kirk (aek238)
Cornell University,SP22,LING 3390,Independent Study in Linguistics,Morten Christiansen (mhc27)
Cornell University,SP22,LING 4419,Phonetics I,Molly Diesing (md20)
Cornell University,SP22,LING 4424,Computational Linguistics I,Molly Diesing (md20)
Cornell University,SP22,LING 4425,Pragmatics,Molly Diesing (md20)
Cornell University,SP22,LING 4451,Greek Comparative Grammar,Draga Zec (dz17)
Cornell University,SP22,LING 4477,Experimental Methods in Language Sciences,
Cornell University,SP22,LING 4492,Honors Research Workshop II,
Cornell University,SP22,LING 4494,Honors Thesis Research,Michael Weiss (mlw36)
Cornell University,SP22,LING 6314,Introduction to Historical Linguistics,Michael Weiss (mlw36)
Cornell University,SP22,LING 6402,Phonology II,Michael Weiss (mlw36)
Cornell University,SP22,LING 6404,Syntax II,Brynhildur Stefansdottir (bs724)
Cornell University,SP22,LING 6419,Phonetics I,Jessica Martin (jlm556)
Cornell University,SP22,LING 6422,Semantics II,Carlotta Pavese (cp645)
Cornell University,SP22,LING 6424,Computational Linguistics I,Dorit Abusch (da45)
Cornell University,SP22,LING 6425,Pragmatics,Dorit Abusch (da45)
Cornell University,SP22,LING 6451,Greek Comparative Grammar,Helena Aparicio Terrasa (ha425)
Cornell University,SP22,LING 6477,Experimental Methods in Language Sciences,Abigail Cohn (acc4)
Cornell University,SP22,LING 6600,Field Methods,Miloje Despic (md682)
Cornell University,SP22,LING 6603,Research Workshop,Molly Diesing (md20)
Cornell University,SP22,LING 6604,Research Workshop,Sarah Murray (sem269)
Cornell University,SP22,LING 6635,Indo-European Workshop,Alan Nussbaum (ajn8)
Cornell University,SP22,LING 6692,Phonetic Data Analysis Workshop,Mats Rooth (mr249)
Cornell University,SP22,LING 6693,Computational Psycholinguistics Discussion,Brenda Schertz (bs794)
Cornell University,SP22,LING 7702,Directed Research,Sam Tilsen (st657)
Cornell University,SP22,LING 7710,Computational Seminar,Marten van Schijndel (mv443)
Cornell University,SP22,LING 7712,Syntax Seminar,Michael Weiss (mlw36)
Cornell University,SP22,LSP 1101,Research Strategies in Africana and Latino Studies,Tom Ottaviano (tjo65)
Cornell University,SP22,LSP 1820,"U.S. Borders, North and South",Jon Parmenter (jwp35)
Cornell University,SP22,LSP 2020,Spanish for Heritage Speakers,Jon Parmenter (jwp35)
Cornell University,SP22,LSP 2100,Introduction to Latinx Studies,Maria Cristina Garcia (mcg20)
Cornell University,SP22,LSP 2152,(Im)migration and (Im)migrants: Then and Now,
Cornell University,SP22,LSP 2460,Contemporary Narratives by Latina Writers,
Cornell University,SP22,LSP 3336,Border Environments,Mary Redmond (mkr4)
Cornell University,SP22,LSP 3405,Multicultural Issues in Education,Mary Redmond (mkr4)
Cornell University,SP22,LSP 4000,Contemporary Issues in Latin - Latino America,John Kennedy (jwk258)
Cornell University,SP22,LSP 4210,Undergraduate Independent Study,Sergio Garcia-Rios (sig35)
Cornell University,SP22,LSP 4668,"Afro-Diasporic Afterlives: The Archive, Refusal, and the Disappeared",
Cornell University,SP22,LSP 4701,Nightlife,
Cornell University,SP22,LSP 4851,Refugees,
Cornell University,SP22,LSP 6000,Contemporary Issues in Latin-Latino America,
Cornell University,SP22,LSP 6210,Graduate Student Independent Study,Debra Castillo (dac9)
Cornell University,SP22,LSP 6336,Border Environments,Debra Castillo (dac9)
Cornell University,SP22,LSP 6668,"Afro-Diasporic Afterlives: The Archive, Refusal, and the Disappeared",Sofia Villenas (sav33)
Cornell University,SP22,LSP 6701,Nightlife,
Cornell University,SP22,LSP 6851,Refugees,
Cornell University,SP22,MAE 1510,Modeling and Simulation of Real-World Scientific Problems,Perrine Pepiot (pp427)
Cornell University,SP22,MAE 1900,Freshman and Nontechnical Projects in Mechanical Engineering,Perrine Pepiot (pp427)
Cornell University,SP22,MAE 2020,Statics and Mechanics of Solids,Nelly Andarawis-Puri (na424)
Cornell University,SP22,MAE 2030,Dynamics,C Avedisian (cta2)
Cornell University,SP22,MAE 2250,Mechanical Synthesis,Rebecca Barthelmie (rb737)
Cornell University,SP22,MAE 3130,Atomic and Molecular Structure of Matter,Gregory Bewley (gpb1)
Cornell University,SP22,MAE 3240,Heat Transfer,Lawrence Bonassar (lb244)
Cornell University,SP22,MAE 3260,System Dynamics,Joseph Burns (jab16)
Cornell University,SP22,MAE 4130,Mechanics of Composite Structures,John Richard Callister (jc62)
Cornell University,SP22,MAE 4131,Mechanics of Composite Structures,Mark Campbell (mc288)
Cornell University,SP22,MAE 4160,Spacecraft Technology and Systems Architecture,Lance Collins (lc246)
Cornell University,SP22,MAE 4161,Spacecraft Technology and Systems Architecture,Nikolaos Bouklas (nb589)
Cornell University,SP22,MAE 4180,Autonomous Mobile Robots,Olivier Desjardins (od57)
Cornell University,SP22,MAE 4220,Introduction to Internet of Things — Technology and Engagement,David Erickson (de54)
Cornell University,SP22,MAE 4221,Introduction to Internet of Things - Technology and Engagement,Silvia Ferrari (sf375)
Cornell University,SP22,MAE 4230,Intermediate Fluid Dynamics,Elizabeth Fisher (emf4)
Cornell University,SP22,MAE 4231,Intermediate Fluid Dynamics,Mahdi Esmaily Moghadam (me399)
Cornell University,SP22,MAE 4250,FSAE Automotive Design Project,Al George (arg2)
Cornell University,SP22,MAE 4291,Supervised Senior Design Experience,"Christopher Hernandez, Professor (cjh275)"
Cornell University,SP22,MAE 4320,Integrated Micro Sensors and Actuators: Bridging the Physical and Digital Worlds,Mostafa Hassani (sh2495)
Cornell University,SP22,MAE 4510,Propulsion of Aircraft and Rockets,Maha Haji (mh2498)
Cornell University,SP22,MAE 4530,Computer-Aided Engineering: Applications to Biological Processes,Guy Hoffman (gh384)
Cornell University,SP22,MAE 4590,Introduction to Controlled Fusion: Principles and Technology,Chung Yuen Hui (ch45)
Cornell University,SP22,MAE 4610,Entrepreneurship for Engineers,Brian Kirby (bk88)
Cornell University,SP22,MAE 4630,Advanced Product Design,Hadas Kress-Gazit (hk478)
Cornell University,SP22,MAE 4631,Advanced Product Design,Atieh Moridi (am2975)
Cornell University,SP22,MAE 4670,Polymer Mechanics,Michel Louge (myl3)
Cornell University,SP22,MAE 4671,Polymer Mechanics,Douglas MacMartin (dgm224)
Cornell University,SP22,MAE 4770,Engineering Vibrations,Matthew Miller (mpm4)
Cornell University,SP22,MAE 4850,Special Technical Elective,Mason Peck (mp336)
Cornell University,SP22,MAE 4860,Automotive Engineering,Perrine Pepiot (pp427)
Cornell University,SP22,MAE 4861,Automotive Engineering,Elaine Petro (emp245)
Cornell University,SP22,MAE 4900,Individual and Group Projects in Mechanical Engineering,Stuart Phoenix (slp6)
Cornell University,SP22,MAE 4950,Special Major-Approved Elective,Richard Rand (rhr2)
Cornell University,SP22,MAE 4980,Teaching Experience in Mechanical Engineering,Hadas Ritz (hr32)
Cornell University,SP22,MAE 4998,International Research Internship,Andy Ruina (alr3)
Cornell University,SP22,MAE 5010,Future Energy Systems,Wolfgang Sachse (whs3)
Cornell University,SP22,MAE 5120,3D Printing Parts that Don't Break: From Processing to Performance,Dmitry Savransky (ds264)
Cornell University,SP22,MAE 5135,Mechanics of Composite Structures,Daniel Selva (ds925)
Cornell University,SP22,MAE 5160,Spacecraft Technology and Systems Architecture,Robert Shepherd (rfs247)
Cornell University,SP22,MAE 5180,Autonomous Mobile Robots,Meredith Silberstein (ms2682)
Cornell University,SP22,MAE 5210,Dimensional Tolerancing in Mechanical Design,Ankur Singh (as2833)
Cornell University,SP22,MAE 5220,Introduction to Internet of Things — Technology and Engagement,Timothy Sands (tas297)
Cornell University,SP22,MAE 5230,Intermediate Fluid Dynamics with CFD,Sadaf Sobhani (ss4222)
Cornell University,SP22,MAE 5260,Design for Manufacture and Assembly,Marjolein van der Meulen (mcv3)
Cornell University,SP22,MAE 5310,Advanced Thermodynamics of Multiphase Systems,Jane Wang (zw24)
Cornell University,SP22,MAE 5469,Energy Seminar II,Jingjie Yeo (jy876)
Cornell University,SP22,MAE 5510,Propulsion of Aircraft and Rockets,Chas Williamson (cw26)
Cornell University,SP22,MAE 5530,Computer-Aided Engineering: Applications to Biological Processes,Zhiting Tian (zt223)
Cornell University,SP22,MAE 5630,Advanced Product Design,Alan Zehnder (atz2)
Cornell University,SP22,MAE 5670,Polymer Mechanics,K. Max Zhang (kz33)
Cornell University,SP22,MAE 5770,Engineering Vibrations,Rajesh Bhaskaran (rb88)
Cornell University,SP22,MAE 5790,Nonlinear Dynamics and Chaos,Matt Ulinski (mu25)
Cornell University,SP22,MAE 5860,Automotive Engineering,Olivier Desjardins (od57)
Cornell University,SP22,MAE 5920,Systems Analysis Behavior and Optimization,Van Adams (vha3)
Cornell University,SP22,MAE 5940,Professional Development for Master of Engineering in MAE,Douglas MacMartin (dgm224)
Cornell University,SP22,MAE 5949,Enterprise Engineering Colloquium,Zhiting Tian (zt223)
Cornell University,SP22,MAE 5950,Theory and Practice of Systems Architecture,C Avedisian (cta2)
Cornell University,SP22,MAE 6040,Tribology and Surface Engineering,Robert Shepherd (rfs247)
Cornell University,SP22,MAE 6230,Computational Fluid Dynamics,Perrine Pepiot (pp427)
Cornell University,SP22,MAE 6260,Multiscale Computational Mechanics,Perrine Pepiot (pp427)
Cornell University,SP22,MAE 6310,Turbulence and Turbulent Flows,K. Max Zhang (kz33)
Cornell University,SP22,MAE 6540,Plasmas for Propulsion,Hadas Ritz (hr32)
Cornell University,SP22,MAE 6670,Soft Tissue Biomechanics II: Viscoelasticity and Phasic Theory,K. Max Zhang (kz33)
Cornell University,SP22,MAE 6720,Advanced Astrodynamics,David Erickson (de54)
Cornell University,SP22,MAE 6730,Robot Manipulation,John Richard Callister (jc62)
Cornell University,SP22,MAE 6780,Multivariable Control Theory,Van Adams (vha3)
Cornell University,SP22,MAE 6900,Special Investigations in Mechanical and Aerospace Engineering,Hadas Kress-Gazit (hk478)
Cornell University,SP22,MAE 6910,M.Eng. Independent Study,Guy Hoffman (gh384)
Cornell University,SP22,MAE 6950,Special Topics,Mason Peck (mp336)
Cornell University,SP22,MAE 6998,Graduate Research Internship for International Students,Mason Peck (mp336)
Cornell University,SP22,MAE 7880,Continuum Mechanics and Thermodynamics,Mason Peck (mp336)
Cornell University,SP22,MAE 7999,Mechanical and Aerospace Engineering Colloquium,Atieh Moridi (am2975)
Cornell University,SP22,MAE 8900,Research in Mechanical and Aerospace Engineering,
Cornell University,SP22,MATH 1006,Academic Support for MATH 1106,Brendan Caseria (bjc297)
Cornell University,SP22,MATH 1011,Academic Support for MATH 1110,Brendan Caseria (bjc297)
Cornell University,SP22,MATH 1012,Academic Support for MATH 1120,Brendan Caseria (bjc297)
Cornell University,SP22,MATH 1021,Academic Support for MATH 2210,Brendan Caseria (bjc297)
Cornell University,SP22,MATH 1106,Modeling with Calculus for the Life Sciences,Mark Jauquet (maj29)
Cornell University,SP22,MATH 1110,Calculus I,Mark Jauquet (maj29)
Cornell University,SP22,MATH 1120,Calculus II,Prairie Wentworth-Nice (pew45)
Cornell University,SP22,MATH 1340,"Strategy, Cooperation, and Conflict",Prairie Wentworth-Nice (pew45)
Cornell University,SP22,MATH 1710,Statistical Theory and Application in the Real World,James Belk (jmb226)
Cornell University,SP22,MATH 1910,Calculus for Engineers,James Belk (jmb226)
Cornell University,SP22,MATH 1920,Multivariable Calculus for Engineers,
Cornell University,SP22,MATH 2130,Calculus III,
Cornell University,SP22,MATH 2210,Linear Algebra,
Cornell University,SP22,MATH 2220,Multivariable Calculus,
Cornell University,SP22,MATH 2240,Theoretical Linear Algebra and Calculus,
Cornell University,SP22,MATH 2930,Differential Equations for Engineers,
Cornell University,SP22,MATH 2940,Linear Algebra for Engineers,
Cornell University,SP22,MATH 3040,Prove It!,
Cornell University,SP22,MATH 3110,Introduction to Analysis,
Cornell University,SP22,MATH 3320,Introduction to Number Theory,Kimoi Kemboi (sjk269)
Cornell University,SP22,MATH 3340,Abstract Algebra,Renee Mirka (rem379)
Cornell University,SP22,MATH 3360,Applicable Algebra,Justin Moore (jtm237)
Cornell University,SP22,MATH 4030,History of Mathematics,Andrew Melchionna (am2433)
Cornell University,SP22,MATH 4130,Honors Introduction to Analysis I,Elise McMahon (ecm236)
Cornell University,SP22,MATH 4140,Honors Introduction to Analysis II,John Whelan (jhw268)
Cornell University,SP22,MATH 4180,Complex Analysis,Mary Ann Huntley (mh688)
Cornell University,SP22,MATH 4210,Nonlinear Dynamics and Chaos,Quincy Loney (qel2)
Cornell University,SP22,MATH 4260,Numerical Analysis: Linear and Nonlinear Problems,Quincy Loney (qel2)
Cornell University,SP22,MATH 4280,Introduction to Partial Differential Equations,Inbeom Lee (il279)
Cornell University,SP22,MATH 4310,Linear Algebra,Emily Dautenhahn (esd54)
